col_s,row_s,proportion_lichen
12,38,0.8457877288629871
13,38,0.9858837801325233
14,38,0.9678663298011362
15,38,0.9351686696715561
16,38,0.996162117300735
17,38,0.9281210881795964
18,38,0.8658712727372769
19,38,0.8270064056417334
20,38,0.9039802961097683
21,38,0.8356175689741344
22,38,0.8607999486448193
23,38,0.9954513982823526
24,38,0.7386204714588998
25,38,0.7563380087945747
26,38,0.9879682148113843
27,38,0.9475374732334048
28,38,0.9447977660496403
29,38,1.0
30,38,
31,38,
32,38,
33,38,
34,38,
35,38,
36,38,
37,38,
0,39,
1,39,
2,39,
3,39,
4,39,
5,39,
6,39,
7,39,0.8374425120019808
8,39,0.9107887146990449
9,39,0.8474751133711467
10,39,0.8496760496861373
11,39,0.9906093383893732
12,39,0.9829794258307388
13,39,0.8476624605968147
14,39,0.9483513611415523
15,39,0.8570858686132725
16,39,1.0
17,39,0.9913246426917451
18,39,0.8456593409112794
19,39,1.0
20,39,1.0
21,39,0.9812186767787463
22,39,1.0
23,39,0.970507453379125
24,39,0.4348133101623649
25,39,0.6956701163286548
26,39,0.5932669689897244
27,39,0.7050298223525195
28,39,0.917831710907015
29,39,0.9991196254740037
30,39,
31,39,
32,39,
33,39,
34,39,
35,39,
36,39,
37,39,
0,40,
1,40,
2,40,
3,40,
4,40,
5,40,
6,40,
7,40,
8,40,0.9382323478324802
9,40,1.0
10,40,0.9633860547187325
11,40,0.9085386587753076
12,40,0.8301642297194217
13,40,0.9510766453609387
14,40,1.0
15,40,0.7642885370045308
16,40,0.8806003069542602
17,40,0.9450055600996223
18,40,0.7573131392965785
19,40,0.9180138037514589
20,40,1.0
21,40,1.0
22,40,1.0
23,40,0.9083916148183547
24,40,0.8985810258154047
25,40,
26,40,
27,40,
28,40,0.9435351205300935
29,40,1.0
30,40,
31,40,
32,40,
33,40,
34,40,
35,40,
36,40,
37,40,
0,41,
1,41,
2,41,
3,41,
4,41,
5,41,
6,41,
7,41,
8,41,0.9973130235821156
9,41,0.9730568712773225
10,41,0.9838598003567351
11,41,0.8082250824204797
12,41,0.9716812860804533
13,41,1.0
14,41,1.0
15,41,0.825832572940405
16,41,1.0
17,41,1.0
18,41,0.9955155922582065
19,41,0.8969319864825828
20,41,0.9579454283114759
21,41,1.0
22,41,
23,41,
24,41,
25,41,
26,41,
27,41,
28,41,
29,41,
30,41,
31,41,
32,41,
33,41,
34,41,
35,41,
36,41,
37,41,
0,42,
1,42,
2,42,
3,42,
4,42,
5,42,
6,42,
7,42,
8,42,0.9903709036219158
9,42,0.9309823053890842
10,42,0.9131363801017016
11,42,0.8451733008083856
12,42,0.8022963102219736
13,42,0.8359862513900249
14,42,0.9385205122679273
15,42,0.9865009239347239
16,42,1.0
17,42,0.8603643466658107
18,42,0.7915942573903315
19,42,1.0
20,42,
21,42,
22,42,
23,42,
24,42,
25,42,
26,42,
27,42,
28,42,
29,42,
30,42,
31,42,
32,42,
33,42,
34,42,
35,42,
36,42,
37,42,
0,43,
1,43,
2,43,
3,43,
4,43,
5,43,
6,43,
7,43,
8,43,
9,43,1.0
10,43,0.9248747071149852
11,43,0.9253424060819206
12,43,0.8889856893286686
13,43,0.9316842966244222
14,43,0.999853270912334
15,43,1.0
16,43,1.0
17,43,0.9823420713561895
18,43,0.9935943582665793
19,43,0.9934613850308819
20,43,
21,43,
22,43,
23,43,
24,43,
25,43,
26,43,
27,43,
28,43,
29,43,
30,43,
31,43,
32,43,
33,43,
34,43,
35,43,
36,43,
37,43,
0,44,
1,44,
2,44,
3,44,
4,44,
5,44,
6,44,
7,44,
8,44,0.9765187606894433
9,44,0.9665686944320897
10,44,1.0
11,44,0.9179784399946811
12,44,0.9812186767787463
13,44,1.0
14,44,1.0
15,44,0.9906093383893732
16,44,1.0
17,44,1.0
18,44,
19,44,
20,44,
21,44,
22,44,
23,44,
24,44,
25,44,
26,44,
27,44,
28,44,
29,44,
30,44,
31,44,
32,44,
33,44,
34,44,
35,44,
36,44,
37,44,
0,45,
1,45,
2,45,
3,45,
4,45,
5,45,
6,45,
7,45,
8,45,0.9159471591873043
9,45,0.9775275231671473
10,45,0.983566342181403
11,45,0.9881149438990504
12,45,0.996478501896015
13,45,0.8993851724549907
14,45,0.9020216517109987
15,45,1.0
16,45,0.9859140075840597
17,45,1.0
18,45,
19,45,
20,45,
21,45,
22,45,
23,45,
24,45,
25,45,
26,45,
27,45,
28,45,
29,45,
30,45,
31,45,
32,45,
33,45,
34,45,
35,45,
36,45,
37,45,
0,46,
1,46,
2,46,
3,46,
4,46,
5,46,
6,46,
7,46,
8,46,
9,46,0.8393316490056811
10,46,0.6266615922857182
11,46,0.9710072493339875
12,46,0.9047728221047371
13,46,0.8099089246491623
14,46,0.9629875876362403
15,46,0.8930344950914535
16,46,0.9718280151681195
17,46,
18,46,
19,46,
20,46,
21,46,
22,46,
23,46,
24,46,
25,46,
26,46,
27,46,
28,46,
29,46,
30,46,
31,46,
32,46,
33,46,
34,46,
35,46,
36,46,
37,46,
0,47,
1,47,
2,47,
3,47,
4,47,
5,47,
6,47,
7,47,
8,47,
9,47,0.7795811085276305
10,47,0.88266811259891
11,47,0.8100100173695675
12,47,0.9670621536425545
13,47,0.9914531488883568
14,47,0.9763259229305861
15,47,0.9457407798843867
16,47,0.8831368152116974
17,47,
18,47,
19,47,
20,47,
21,47,
22,47,
23,47,
24,47,
25,47,
26,47,
27,47,
28,47,
29,47,
30,47,
31,47,
32,47,
33,47,
34,47,
35,47,
36,47,
37,47,
0,48,
1,48,
2,48,
3,48,
4,48,
5,48,
6,48,
7,48,
8,48,0.7876830101472335
9,48,0.8005951698618454
10,48,0.647607169550046
11,48,0.9318672651990701
12,48,0.8368372545153584
13,48,0.9991177362582827
14,48,0.9173915236440169
15,48,0.9765233459734328
16,48,0.9376034554700146
17,48,
18,48,
19,48,
20,48,
21,48,
22,48,
23,48,
24,48,
25,48,
26,48,
27,48,
28,48,
29,48,
30,48,
31,48,
32,48,
33,48,
34,48,
35,48,
36,48,
37,48,
0,49,
1,49,
2,49,
3,49,
4,49,
5,49,
6,49,
7,49,0.9454167793882314
8,49,0.8339026727620376
9,49,0.776531599484614
10,49,0.9668392261874739
11,49,0.9948644819316884
12,49,0.9718280151681195
13,49,0.9238312302984073
14,49,0.9741756805707762
15,49,1.0
16,49,
17,49,
18,49,
19,49,
20,49,
21,49,
22,49,
23,49,
24,49,
25,49,
26,49,
27,49,
28,49,
29,49,
30,49,
31,49,
32,49,
33,49,
34,49,
35,49,
36,49,
37,49,
0,50,
1,50,
2,50,
3,50,
4,50,
5,50,
6,50,
7,50,0.9495251938428807
8,50,0.8434400634603304
9,50,0.8139475168394554
10,50,0.9917831710907015
11,50,0.9957448564576847
12,50,0.9747625969214403
13,50,0.8403102627491705
14,50,0.9498186520182127
15,50,0.9649317480478153
16,50,
17,50,
18,50,
19,50,
20,50,
21,50,
22,50,
23,50,
24,50,
25,50,
26,50,
27,50,
28,50,
29,50,
30,50,
31,50,
32,50,
33,50,
34,50,
35,50,
36,50,
37,50,
0,51,
1,51,
2,51,
3,51,
4,51,
5,51,
6,51,0.9199805166757038
7,51,0.9251681652903172
8,51,0.8609008248925897
9,51,0.9515794010702053
10,51,0.9906093383893732
11,51,1.0
12,51,0.9462971539142276
13,51,0.9137265533815515
14,51,0.9670914168068999
15,51,0.9591497049369753
16,51,
17,51,
18,51,
19,51,
20,51,
21,51,
22,51,
23,51,
24,51,
25,51,
26,51,
27,51,
28,51,
29,51,
30,51,
31,51,
32,51,
33,51,
34,51,
35,51,
36,51,
37,51,
0,52,
1,52,
2,52,
3,52,
4,52,
5,52,
6,52,1.0
7,52,0.9360261177776046
8,52,0.9483513611415523
9,52,0.9782840950254253
10,52,0.9747625969214403
11,52,0.9791644695514217
12,52,0.9087345074717202
13,52,0.9501107424800801
14,52,0.9226049915401511
15,52,
16,52,
17,52,
18,52,
19,52,
20,52,
21,52,
22,52,
23,52,
24,52,
25,52,
26,52,
27,52,
28,52,
29,52,
30,52,
31,52,
32,52,
33,52,
34,52,
35,52,
36,52,
37,52,
0,53,
1,53,
2,53,
3,53,
4,53,
5,53,
6,53,0.9630919668048267
7,53,0.9628775408204907
8,53,0.9528999628591996
9,53,0.9518728592455373
10,53,0.9760831587104347
11,53,1.0
12,53,0.9561280027878527
13,53,0.9023628125832867
14,53,0.893144541907203
15,53,
16,53,
17,53,
18,53,
19,53,
20,53,
21,53,
22,53,
23,53,
24,53,
25,53,
26,53,
27,53,
28,53,
29,53,
30,53,
31,53,
32,53,
33,53,
34,53,
35,53,
36,53,
37,53,
0,54,
1,54,
2,54,
3,54,
4,54,
5,54,
6,54,0.9030374477334266
7,54,0.9688266811259891
8,54,0.9786786262418322
9,54,1.0
10,54,0.9357417908115907
11,54,1.0
12,54,0.9330949995864388
13,54,0.8787231299158209
14,54,0.9591217799670989
15,54,
16,54,
17,54,
18,54,
19,54,
20,54,
21,54,
22,54,
23,54,
24,54,
25,54,
26,54,
27,54,
28,54,
29,54,
30,54,
31,54,
32,54,
33,54,
34,54,
35,54,
36,54,
37,54,
0,55,
1,55,
2,55,
3,55,
4,55,
5,55,
6,55,0.9061308139802042
7,55,0.9325046196736195
8,55,1.0
9,55,0.977110262324097
10,55,1.0
11,55,1.0
12,55,0.9370532213912669
13,55,0.9314775160599572
14,55,0.9947177528440224
15,55,
16,55,
17,55,
18,55,
19,55,
20,55,
21,55,
22,55,
23,55,
24,55,
25,55,
26,55,
27,55,
28,55,
29,55,
30,55,
31,55,
32,55,
33,55,
34,55,
35,55,
36,55,
37,55,
0,56,
1,56,
2,56,
3,56,
4,56,
5,56,
6,56,0.9294740421464741
7,56,1.0
8,56,0.8567924104379405
9,56,0.7592175671400209
10,56,0.94732425752789
11,56,0.9961850437206828
12,56,0.9850336330580635
13,56,0.910597274172648
14,56,0.9154840455043584
15,56,
16,56,
17,56,
18,56,
19,56,
20,56,
21,56,
22,56,
23,56,
24,56,
25,56,
26,56,
27,56,
28,56,
29,56,
30,56,
31,56,
32,56,
33,56,
34,56,
35,56,
36,56,
37,56,
0,57,
1,57,
2,57,
3,57,
4,57,
5,57,
6,57,1.0
7,57,0.9577420227521791
8,57,0.9597962299795038
9,57,0.939070746346675
10,57,0.8408356221542581
11,57,0.9508274144959168
12,57,0.986079077807684
13,57,0.95765134039757
14,57,0.8352782579589066
15,57,
16,57,
17,57,
18,57,
19,57,
20,57,
21,57,
22,57,
23,57,
24,57,
25,57,
26,57,
27,57,
28,57,
29,57,
30,57,
31,57,
32,57,
33,57,
34,57,
35,57,
36,57,
37,57,
0,58,
1,58,
2,58,
3,58,
4,58,
5,58,
6,58,0.9898539669702512
7,58,0.967132684362806
8,58,0.9887018602497145
9,58,0.9316609274195398
10,58,0.9383371009083448
11,58,0.8959874179807327
12,58,0.8073263667585252
13,58,0.9905891867550156
14,58,0.9839515060365264
15,58,
16,58,
17,58,
18,58,
19,58,
20,58,
21,58,
22,58,
23,58,
24,58,
25,58,
26,58,
27,58,
28,58,
29,58,
30,58,
31,58,
32,58,
33,58,
34,58,
35,58,
36,58,
37,58,
0,59,
1,59,
2,59,
3,59,
4,59,
5,59,
6,59,0.7831101634944997
7,59,0.8292073419567241
8,59,0.8314082782717147
9,59,0.9345588269009442
10,59,0.9060933838937315
11,59,0.9624373535574926
12,59,0.8450540834246569
13,59,0.9605922195366278
14,59,0.8626615739445822
15,59,0.8460857723223087
16,59,
17,59,
18,59,
19,59,
20,59,
21,59,
22,59,
23,59,
24,59,
25,59,
26,59,
27,59,
28,59,
29,59,
30,59,
31,59,
32,59,
33,59,
34,59,
35,59,
36,59,
37,59,
0,60,
1,60,
2,60,
3,60,
4,60,
5,60,
6,60,0.9727968679637169
7,60,0.9436560303362389
8,60,0.9944242946686903
9,60,1.0
10,60,0.9850336330580635
11,60,0.9530466919468658
12,60,0.9831261549184048
13,60,0.9153026807951402
14,60,0.9116690892250412
15,60,0.8699980283278845
16,60,
17,60,
18,60,
19,60,
20,60,
21,60,
22,60,
23,60,
24,60,
25,60,
26,60,
27,60,
28,60,
29,60,
30,60,
31,60,
32,60,
33,60,
34,60,
35,60,
36,60,
37,60,
0,61,
1,61,
2,61,
3,61,
4,61,
5,61,
6,61,
7,61,0.9735320877484813
8,61,0.9602981316227219
9,61,0.9194199115898208
10,61,0.14595491264669933
11,61,0.9294326860335812
12,61,0.9723511409692035
13,61,0.8713597598040118
14,61,0.9857367361755704
15,61,0.8754859343264927
16,61,0.6835292387718154
17,61,
18,61,
19,61,
20,61,
21,61,
22,61,
23,61,
24,61,
25,61,
26,61,
27,61,
28,61,
29,61,
30,61,
31,61,
32,61,
33,61,
34,61,
35,61,
36,61,
37,61,
0,62,
1,62,
2,62,
3,62,
4,62,
5,62,
6,62,
7,62,
8,62,0.8406522107946756
9,62,0.9906093383893732
10,62,0.6849864046329709
11,62,0.9473105016759213
12,62,0.8350810907473555
13,62,0.9062916433081214
14,62,0.9762665700700173
15,62,0.9059145578181385
16,62,0.6013691657992838
17,62,
18,62,
19,62,
20,62,
21,62,
22,62,
23,62,
24,62,
25,62,
26,62,
27,62,
28,62,
29,62,
30,62,
31,62,
32,62,
33,62,
34,62,
35,62,
36,62,
37,62,
0,63,
1,63,
2,63,
3,63,
4,63,
5,63,
6,63,
7,63,
8,63,0.9624373535574926
9,63,0.9756613125833948
10,63,0.9154657043684
11,63,0.953927066472862
12,63,0.9850336330580635
13,63,0.9084789221677956
14,63,0.9509053643237394
15,63,0.8468561000325555
16,63,
17,63,
18,63,
19,63,
20,63,
21,63,
22,63,
23,63,
24,63,
25,63,
26,63,
27,63,
28,63,
29,63,
30,63,
31,63,
32,63,
33,63,
34,63,
35,63,
36,63,
37,63,
0,64,
1,64,
2,64,
3,64,
4,64,
5,64,
6,64,
7,64,
8,64,0.9489382774922165
9,64,0.958017139791553
10,64,0.9935622612786523
11,64,0.9248747071149852
12,64,0.9718280151681195
13,64,0.9814219150637343
14,64,0.8396755453048984
15,64,0.6619407673014228
16,64,
17,64,
18,64,
19,64,
20,64,
21,64,
22,64,
23,64,
24,64,
25,64,
26,64,
27,64,
28,64,
29,64,
30,64,
31,64,
32,64,
33,64,
34,64,
35,64,
36,64,
37,64,
0,65,
1,65,
2,65,
3,65,
4,65,
5,65,
6,65,
7,65,
8,65,0.9732953060447799
9,65,0.9480579029662202
10,65,0.9765233459734328
11,65,0.9906093383893732
12,65,0.8862987129107841
13,65,0.818612088851311
14,65,0.7876692542952648
15,65,
16,65,
17,65,
18,65,
19,65,
20,65,
21,65,
22,65,
23,65,
24,65,
25,65,
26,65,
27,65,
28,65,
29,65,
30,65,
31,65,
32,65,
33,65,
34,65,
35,65,
36,65,
37,65,
0,66,
1,66,
2,66,
3,66,
4,66,
5,66,
6,66,
7,66,
8,66,
9,66,
10,66,0.963189340131781
11,66,0.944958250989275
12,66,0.7101962960075933
13,66,
14,66,
15,66,
16,66,
17,66,
18,66,
19,66,
20,66,
21,66,
22,66,
23,66,
24,66,
25,66,
26,66,
27,66,
28,66,
29,66,
30,66,
31,66,
32,66,
33,66,
34,66,
35,66,
36,66,
37,66,
0,67,
1,67,
2,67,
3,67,
4,67,
5,67,
6,67,
7,67,
8,67,
9,67,
10,67,0.9793478809110042
11,67,0.9414734351572065
12,67,0.9775504495870951
13,67,
14,67,
15,67,
16,67,
17,67,
18,67,
19,67,
20,67,
21,67,
22,67,
23,67,
24,67,
25,67,
26,67,
27,67,
28,67,
29,67,
30,67,
31,67,
32,67,
33,67,
34,67,
35,67,
36,67,
37,67,
0,68,
1,68,
2,68,
3,68,
4,68,
5,68,
6,68,
7,68,
8,68,
9,68,
10,68,
11,68,
12,68,
13,68,
14,68,
15,68,
16,68,
17,68,
18,68,
19,68,
20,68,
21,68,
22,68,
23,68,
24,68,
25,68,
26,68,
27,68,
28,68,
29,68,
30,68,
31,68,
32,68,
33,68,
34,68,
35,68,
36,68,
37,68,
